"date","age","atleastone","Not Vaccinated","First Dose Only","Fully Vaccinated"
2021-10-12,"12-17",0.851260897119249,0.148739102880751,0.0840811201986029,0.767179776920646
2021-10-12,"18-29",0.832299059874655,0.167700940125345,0.0908750940985833,0.741423965776071
2021-10-12,"30-39",0.828615589035126,0.171384410964874,0.073152118059031,0.755463470976095
2021-10-12,"40-49",0.865016616980875,0.134983383019125,0.0538583234259206,0.811158293554954
2021-10-12,"50-59",0.886367755703808,0.113632244296192,0.0390184903738913,0.847349265329916
2021-10-12,"60-69",0.912816720918301,0.0871832790816989,0.0260768270004287,0.886739893917872
2021-10-12,"70-79",0.931332535883558,0.0686674641164418,0.0190407051242493,0.912291830759309
2021-10-12,"80+",0.936437729621124,0.0635622703788756,0.0267348562641911,0.909702873356933
